algorithm,suite,environment,single_obj,hpo_x,rpo,rpo,optimisation_seed,hpo_y,rpo,rpo,final_config,incumbent_performance
ppo,brax,ant,False,base,dehb,dehb,1,base,dehb,dehb,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 9.85799182667678, 'ctrl_cost_weight': 0.6649381934393674, 'healthy_reward': 2.67911769382027}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 5, 'num_minibatches': 32, 'num_updates_per_batch': 4, 'discounting': 0.97, 'gae_lambda': 0.95, 'learning_rate': 0.0003, 'entropy_cost': 0.001, 'vf_cost': 0.5, 'clipping_epsilon': 0.3, 'num_envs': 4096, 'batch_size': 2048, 'num_eval_envs': 128, 'deterministic_eval': True}}","[80.75145721435547, 2281.656005859375, 2923.969482421875, 2923.969482421875, 2923.969482421875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3018.338623046875, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125, 3097.1689453125]"
ppo,brax,ant,False,dehb,base,base,5,dehb,base,base,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 5, 'num_minibatches': 32, 'num_updates_per_batch': 4, 'discounting': 0.9835979228537137, 'gae_lambda': 0.8229878822599165, 'learning_rate': 0.001758353825740057, 'entropy_cost': 0.03097349213669841, 'vf_cost': 0.6096783787906155, 'clipping_epsilon': 0.257886520587876, 'num_envs': 4096, 'batch_size': 2048, 'num_eval_envs': 128, 'deterministic_eval': True}}","[49.69147872924805, 1525.36328125, 3283.757568359375, 3283.757568359375, 3283.757568359375, 3283.757568359375, 3283.757568359375, 3283.757568359375, 3283.757568359375, 3283.757568359375, 3283.757568359375, 3660.480224609375, 3660.480224609375, 3660.480224609375, 3660.480224609375, 3660.480224609375, 3660.480224609375, 3731.6455078125, 3731.6455078125, 3731.6455078125, 3731.6455078125, 3731.6455078125, 3731.6455078125, 3733.544189453125, 3733.544189453125, 3733.544189453125, 3733.544189453125, 3733.544189453125, 3799.977294921875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3953.053466796875, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625, 3971.244140625]"
ppo,brax,ant,False,dehb,base,base,4,dehb,base,base,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 5, 'num_minibatches': 32, 'num_updates_per_batch': 4, 'discounting': 0.9825143743328697, 'gae_lambda': 0.8668024238759267, 'learning_rate': 0.00161273278462428, 'entropy_cost': 0.019120058969879616, 'vf_cost': 0.30453866547409936, 'clipping_epsilon': 0.301430803473906, 'num_envs': 4096, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}","[1409.8505859375, 2640.365966796875, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3588.511962890625, 3702.272705078125, 3702.272705078125, 3702.272705078125, 3702.272705078125, 3702.272705078125, 3702.272705078125, 3702.272705078125, 3794.153564453125, 3794.153564453125, 3794.153564453125, 3794.153564453125, 3794.153564453125, 3873.955078125, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3902.697509765625, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125, 3911.48828125]"
ppo,brax,ant,False,dehb,base,base,3,dehb,base,base,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 5, 'num_minibatches': 32, 'num_updates_per_batch': 4, 'discounting': 0.9831321451812108, 'gae_lambda': 0.922045868934286, 'learning_rate': 0.0014195643797872055, 'entropy_cost': 0.02647968378555572, 'vf_cost': 0.6691199089140691, 'clipping_epsilon': 0.23242917439516994, 'num_envs': 4096, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}","[462.8937683105469, 2402.13671875, 2858.78125, 2858.78125, 2858.78125, 2859.924072265625, 2859.924072265625, 2859.924072265625, 2985.443359375, 2985.443359375, 2985.443359375, 2985.443359375, 2985.443359375, 2985.443359375, 2985.443359375, 2985.443359375, 2985.443359375, 3496.640380859375, 3496.640380859375, 3496.640380859375, 3496.640380859375, 3496.640380859375, 3496.640380859375, 3496.640380859375, 3496.640380859375, 3496.640380859375, 3620.958984375, 3620.958984375, 3620.958984375, 3620.958984375, 3620.958984375, 3620.958984375, 3620.958984375, 3620.958984375, 3620.958984375, 3783.858642578125, 3783.858642578125, 3783.858642578125, 3783.858642578125, 3783.858642578125, 3783.858642578125, 3846.307373046875, 3846.307373046875, 3846.307373046875, 3846.307373046875, 3846.307373046875, 3846.307373046875, 3846.307373046875, 3846.307373046875, 3846.307373046875, 3846.307373046875, 3846.307373046875, 3897.1591796875, 3897.1591796875, 3897.1591796875, 3897.1591796875, 3937.084228515625, 3937.084228515625, 3937.084228515625, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125, 3939.704345703125]"
ppo,brax,ant,False,dehb,base,base,2,dehb,base,base,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 5, 'num_minibatches': 32, 'num_updates_per_batch': 4, 'discounting': 0.9875204200467889, 'gae_lambda': 0.9712447002616943, 'learning_rate': 0.0006313143499344482, 'entropy_cost': 0.018726245173309248, 'vf_cost': 0.30359951166960825, 'clipping_epsilon': 0.15430853630607322, 'num_envs': 4096, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}","[521.3382568359375, 2572.428955078125, 3164.017333984375, 3164.017333984375, 3164.017333984375, 3164.017333984375, 3164.017333984375, 3164.017333984375, 3164.017333984375, 3164.017333984375, 3211.545654296875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3601.328857421875, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3734.228271484375, 3739.5302734375, 3739.5302734375, 3739.5302734375, 3739.5302734375, 3739.5302734375, 3739.5302734375, 3739.5302734375, 3739.5302734375, 3739.5302734375, 3739.5302734375, 3739.5302734375, 3764.718994140625, 3764.718994140625, 3764.718994140625, 3764.718994140625, 3764.718994140625, 3764.718994140625, 3764.718994140625, 3764.718994140625, 3764.718994140625, 3764.718994140625, 3806.223876953125, 3806.223876953125, 3806.223876953125, 3806.223876953125, 3806.223876953125, 3806.223876953125, 3840.5458984375, 3840.5458984375, 3840.5458984375, 3840.5458984375, 3840.5458984375, 3840.5458984375, 3840.5458984375, 3840.5458984375, 3840.5458984375, 3840.5458984375, 3840.5458984375, 3840.5458984375, 3840.5458984375, 3840.5458984375, 3954.584716796875, 3954.584716796875, 3954.584716796875, 3954.584716796875, 3954.584716796875, 3954.584716796875, 3954.584716796875, 3954.584716796875, 3954.584716796875, 3954.584716796875, 3977.204345703125, 3977.204345703125, 3977.204345703125, 3977.204345703125]"
ppo,brax,ant,False,dehb,base,base,1,dehb,base,base,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 5, 'num_minibatches': 32, 'num_updates_per_batch': 4, 'discounting': 0.9845869820945266, 'gae_lambda': 0.8955076381328514, 'learning_rate': 0.0015800322914547643, 'entropy_cost': 0.038505154660093355, 'vf_cost': 0.6871210312276985, 'clipping_epsilon': 0.2628539760887637, 'num_envs': 4096, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}","[2086.825927734375, 3186.6630859375, 3330.125, 3330.125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3544.2705078125, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3674.969482421875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875, 3802.557373046875]"
ppo,brax,ant,False,dehb,dehb,dehb,5,dehb,dehb,dehb,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.5049760597441553, 'ctrl_cost_weight': 0.4910082699241631, 'healthy_reward': 2.5126197822876195}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 5, 'num_minibatches': 32, 'num_updates_per_batch': 4, 'discounting': 0.9833545540909663, 'gae_lambda': 0.9117925232078757, 'learning_rate': 0.0005974322315265066, 'entropy_cost': 0.034507722982453436, 'vf_cost': 0.471451446385758, 'clipping_epsilon': 0.1632798732785849, 'num_envs': 4096, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}","[39.904685974121094, 850.039306640625, 1939.2978515625, 1939.2978515625, 2978.473388671875, 2978.473388671875, 2978.473388671875, 2978.473388671875, 2978.473388671875, 2978.473388671875, 2978.473388671875, 3340.108642578125, 3340.108642578125, 3340.108642578125, 3340.108642578125, 3340.108642578125, 3340.108642578125, 3540.866455078125, 3540.866455078125, 3540.866455078125, 3540.866455078125, 3540.866455078125, 3540.866455078125, 3621.668212890625, 3621.668212890625, 3621.668212890625, 3621.668212890625, 3621.668212890625, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3643.919921875, 3688.550048828125, 3688.550048828125, 3688.550048828125, 3688.550048828125, 3688.550048828125, 3688.550048828125, 3688.550048828125, 3688.550048828125, 3688.550048828125, 3688.550048828125, 3688.550048828125, 3688.550048828125, 3720.8203125, 3720.8203125, 3720.8203125, 3720.8203125, 3720.8203125, 3720.8203125, 3766.244384765625, 3766.244384765625, 3766.244384765625, 3766.244384765625, 3766.244384765625, 3766.244384765625, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375, 3804.589599609375]"
ppo,brax,ant,False,dehb,dehb,dehb,4,dehb,dehb,dehb,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 5.251395152122635, 'ctrl_cost_weight': 0.34699867373653415, 'healthy_reward': 0.33721385980662866}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 5, 'num_minibatches': 32, 'num_updates_per_batch': 4, 'discounting': 0.9915229877030542, 'gae_lambda': 0.9202912790549719, 'learning_rate': 0.0010278127788567611, 'entropy_cost': 0.028524459793210655, 'vf_cost': 0.42033737509754465, 'clipping_epsilon': 0.3777838122941094, 'num_envs': 4096, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}","[155.6201934814453, 952.1892700195312, 1614.845703125, 1614.845703125, 2610.432373046875, 3046.172119140625, 3046.172119140625, 3046.172119140625, 3046.172119140625, 3046.172119140625, 3046.172119140625, 3046.172119140625, 3046.172119140625, 3046.172119140625, 3046.172119140625, 3046.172119140625, 3046.172119140625, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3334.134521484375, 3349.523681640625, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3549.721923828125, 3712.408935546875, 3712.408935546875, 3712.408935546875, 3712.408935546875, 3712.408935546875, 3712.408935546875, 3712.408935546875, 3712.408935546875, 3712.408935546875, 3712.408935546875, 3712.408935546875, 3712.408935546875, 3712.408935546875, 3712.408935546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875, 3966.330810546875]"
ppo,brax,ant,False,dehb,dehb,dehb,2,dehb,dehb,dehb,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 6.508592027037814, 'ctrl_cost_weight': 0.8105824726944151, 'healthy_reward': 0.3542486502390042}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 5, 'num_minibatches': 32, 'num_updates_per_batch': 4, 'discounting': 0.9830358723971825, 'gae_lambda': 0.9645063214157669, 'learning_rate': 0.0007750883652575398, 'entropy_cost': 0.03083000440051859, 'vf_cost': 0.597322993899784, 'clipping_epsilon': 0.35170307841116766, 'num_envs': 4096, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}","[-2133.421875, -2545.3984375, -3393.646728515625, -3393.646728515625, -3393.646728515625, -3393.646728515625, -3393.646728515625, -3393.646728515625, -3393.646728515625, -3393.646728515625, -3393.646728515625, -3406.835205078125, -3406.835205078125, -3406.835205078125, -3406.835205078125, -3406.835205078125, -3406.835205078125, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3564.347412109375, -3619.644287109375, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3734.170654296875, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3756.480224609375, -3790.543701171875, -3790.543701171875, -3790.543701171875, -3790.543701171875, -3790.543701171875, -3790.543701171875, -3790.543701171875, -3790.543701171875, -3790.543701171875, -3790.543701171875, -3790.543701171875, -3814.0986328125, -3814.0986328125]"
ppo,brax,ant,False,dehb,dehb,dehb,3,dehb,dehb,dehb,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 2.9435324489592993, 'ctrl_cost_weight': 0.3732559671304738, 'healthy_reward': 0.1458194181172784}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 5, 'num_minibatches': 32, 'num_updates_per_batch': 4, 'discounting': 0.9868410397012637, 'gae_lambda': 0.9306732454195431, 'learning_rate': 0.000764238986195205, 'entropy_cost': 0.024626021642593195, 'vf_cost': 0.58105932684883, 'clipping_epsilon': 0.3490993639822055, 'num_envs': 4096, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}","[-416.29345703125, -2138.4931640625, -3440.4580078125, -3440.4580078125, -3440.4580078125, -3440.4580078125, -3440.4580078125, -3440.4580078125, -3440.4580078125, -3440.4580078125, -3440.4580078125, -3440.4580078125, -3440.4580078125, -3440.4580078125, -3440.4580078125, -3440.4580078125, -3440.4580078125, -3700.693115234375, -3700.693115234375, -3700.693115234375, -3700.693115234375, -3700.693115234375, -3700.693115234375, -3700.693115234375, -3700.693115234375, -3700.693115234375, -3700.693115234375, -3700.693115234375, -3812.83203125, -3812.83203125, -3812.83203125, -3812.83203125, -3812.83203125, -3812.83203125, -3812.83203125, -3812.83203125, -3812.83203125, -3812.83203125, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625, -3870.884765625]"
